Generation,ID,Pokemon,Abilities,BaseExperience,Height,Moves,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed
Generation.I,35,Clefairy,"cute-charm, magic-guard, friend-guard (Hidden)",113,6,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, growl, sing, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, fire-blast, skull-bash, soft-boiled, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, detect, endure, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, dynamic-punch, encore, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, facade, focus-punch, follow-me, helping-hand, trick, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, snatch, secret-power, hyper-voice, meteor-mash, cosmic-power, signal-beam, bounce, covet, calm-mind, shock-wave, water-pulse, gravity, wake-up-slap, healing-wish, natural-gift, fling, lucky-chant, last-resort, drain-punch, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, incinerate, retaliate, bestow, work-up, disarming-voice, moonblast, confide, dazzling-gleam, power-up-punch, spotlight",70,45,48,60,65,70
Generation.I,36,Clefable,"cute-charm, magic-guard, unaware (Hidden)",217,13,"double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, fire-blast, skull-bash, soft-boiled, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, detect, endure, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, dynamic-punch, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, facade, focus-punch, helping-hand, trick, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, snatch, secret-power, hyper-voice, signal-beam, bounce, covet, calm-mind, shock-wave, water-pulse, gravity, natural-gift, fling, last-resort, drain-punch, focus-blast, giga-impact, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, incinerate, retaliate, work-up, disarming-voice, confide, dazzling-gleam, power-up-punch, spotlight",95,70,73,95,90,95
Generation.I,37,Vulpix,"flash-fire, drought (Hidden)",60,6,"headbutt, body-slam, take-down, double-edge, tail-whip, roar, disable, ember, flamethrower, fire-spin, dig, toxic, hypnosis, quick-attack, rage, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, snore, curse, flail, spite, protect, feint-attack, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, iron-tail, hidden-power, sunny-day, psych-up, heat-wave, will-o-wisp, facade, role-play, imprison, grudge, secret-power, overheat, extrasensory, howl, covet, natural-gift, payback, power-swap, flare-blitz, dark-pulse, energy-ball, zen-headbutt, captivate, ominous-wind, flame-burst, flame-charge, foul-play, round, hex, incinerate, inferno, tail-slap, confide, baby-doll-eyes",38,41,40,50,65,38
Generation.I,38,Ninetales,"flash-fire, drought (Hidden)",177,11,"headbutt, body-slam, take-down, double-edge, tail-whip, roar, ember, flamethrower, hyper-beam, solar-beam, fire-spin, dig, toxic, quick-attack, rage, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, dream-eater, rest, substitute, snore, curse, spite, protect, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, iron-tail, hidden-power, sunny-day, psych-up, heat-wave, will-o-wisp, facade, role-play, imprison, secret-power, overheat, covet, calm-mind, natural-gift, payback, dark-pulse, energy-ball, giga-impact, nasty-plot, zen-headbutt, captivate, ominous-wind, psyshock, flame-charge, foul-play, round, incinerate, confide",73,76,75,81,100,73
Generation.I,39,Jigglypuff,"cute-charm, competitive, friend-guard (Hidden)",95,5,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, double-team, defense-curl, light-screen, reflect, bide, fire-blast, skull-bash, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, detect, endure, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, stockpile, spit-up, swallow, facade, focus-punch, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, snatch, secret-power, hyper-voice, bounce, covet, shock-wave, water-pulse, gravity, wake-up-slap, gyro-ball, natural-gift, fling, last-resort, drain-punch, captivate, stealth-rock, grass-knot, charge-beam, round, echoed-voice, incinerate, retaliate, work-up, wild-charge, disarming-voice, play-nice, confide, dazzling-gleam, power-up-punch",115,45,20,45,25,115
Generation.I,40,Wigglytuff,"cute-charm, competitive, frisk (Hidden)",196,10,"double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, double-team, defense-curl, light-screen, reflect, bide, fire-blast, skull-bash, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, detect, endure, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, facade, focus-punch, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, snatch, secret-power, hyper-voice, bounce, covet, shock-wave, water-pulse, gravity, gyro-ball, natural-gift, fling, last-resort, drain-punch, focus-blast, giga-impact, captivate, stealth-rock, grass-knot, charge-beam, magic-room, round, echoed-voice, incinerate, retaliate, work-up, wild-charge, play-rough, confide, dazzling-gleam, power-up-punch",140,70,45,85,50,140
Generation.I,41,Zubat,"inner-focus, infiltrator (Hidden)",49,8,"razor-wind, gust, wing-attack, whirlwind, fly, take-down, double-edge, bite, supersonic, absorb, mega-drain, toxic, hypnosis, quick-attack, rage, mimic, double-team, confuse-ray, haze, bide, swift, leech-life, rest, super-fang, substitute, thief, snore, curse, protect, feint-attack, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, pursuit, hidden-power, twister, rain-dance, sunny-day, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, air-slash, brave-bird, nasty-plot, zen-headbutt, defog, captivate, ominous-wind, venoshock, round, quick-guard, acrobatics, confide, venom-drench",40,45,35,30,40,40
Generation.I,42,Golbat,"inner-focus, infiltrator (Hidden)",159,16,"razor-wind, wing-attack, whirlwind, fly, take-down, double-edge, bite, supersonic, hyper-beam, absorb, mega-drain, toxic, rage, mimic, screech, double-team, confuse-ray, haze, bide, swift, leech-life, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, air-slash, giga-impact, zen-headbutt, defog, captivate, ominous-wind, venoshock, round, quick-guard, acrobatics, confide",75,80,70,65,75,75
Generation.I,43,Oddish,"chlorophyll, run-away (Hidden)",64,5,"swords-dance, cut, take-down, double-edge, acid, absorb, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, ingrain, secret-power, teeter-dance, tickle, bullet-seed, natural-gift, gastro-acid, lucky-chant, worry-seed, seed-bomb, energy-ball, captivate, grass-knot, venoshock, after-you, round, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, strength-sap",45,50,55,75,65,45
Generation.I,44,Gloom,"chlorophyll, stench (Hidden)",138,8,"swords-dance, cut, take-down, double-edge, acid, absorb, mega-drain, growth, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, secret-power, bullet-seed, natural-gift, fling, gastro-acid, lucky-chant, worry-seed, seed-bomb, drain-punch, energy-ball, captivate, grass-knot, venoshock, after-you, round, petal-blizzard, grassy-terrain, confide, dazzling-gleam, infestation",60,65,70,85,75,60
Generation.I,45,Vileplume,"chlorophyll, effect-spore (Hidden)",221,12,"swords-dance, cut, body-slam, take-down, double-edge, acid, hyper-beam, absorb, mega-drain, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, secret-power, aromatherapy, bullet-seed, natural-gift, fling, gastro-acid, worry-seed, seed-bomb, drain-punch, energy-ball, giga-impact, captivate, grass-knot, venoshock, after-you, round, petal-blizzard, confide, dazzling-gleam, infestation",75,80,85,110,90,75
Generation.I,46,Paras,"effect-spore, dry-skin, damp (Hidden)",57,3,"scratch, swords-dance, cut, body-slam, take-down, double-edge, psybeam, counter, absorb, mega-drain, leech-seed, growth, solar-beam, poison-powder, stun-spore, string-shot, dig, toxic, agility, rage, mimic, screech, double-team, light-screen, reflect, bide, skull-bash, leech-life, spore, flash, rest, slash, substitute, thief, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, pursuit, sweet-scent, metal-claw, synthesis, hidden-power, sunny-day, rock-smash, facade, nature-power, brick-break, knock-off, secret-power, aromatherapy, bullet-seed, aerial-ace, natural-gift, worry-seed, seed-bomb, x-scissor, energy-ball, cross-poison, captivate, grass-knot, bug-bite, hone-claws, wide-guard, venoshock, rage-powder, after-you, round, struggle-bug, rototiller, fell-stinger, grassy-terrain, confide",35,70,55,45,55,35
Generation.I,47,Parasect,"effect-spore, dry-skin, damp (Hidden)",142,10,"scratch, swords-dance, cut, body-slam, take-down, double-edge, hyper-beam, counter, absorb, mega-drain, growth, solar-beam, poison-powder, stun-spore, string-shot, dig, toxic, rage, mimic, double-team, light-screen, reflect, bide, skull-bash, leech-life, spore, flash, rest, slash, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, sweet-scent, synthesis, hidden-power, sunny-day, rock-smash, facade, nature-power, brick-break, knock-off, secret-power, aromatherapy, bullet-seed, aerial-ace, natural-gift, worry-seed, seed-bomb, x-scissor, energy-ball, giga-impact, cross-poison, captivate, grass-knot, bug-bite, hone-claws, venoshock, rage-powder, after-you, round, struggle-bug, confide",60,95,80,60,80,60
Generation.I,48,Venonat,"compound-eyes, tinted-lens, run-away (Hidden)",61,10,"tackle, take-down, double-edge, supersonic, disable, psybeam, mega-drain, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, toxic, confusion, psychic, agility, rage, mimic, screech, double-team, reflect, bide, swift, leech-life, flash, psywave, rest, substitute, thief, snore, curse, protect, sludge-bomb, foresight, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, baton-pass, sweet-scent, morning-sun, hidden-power, sunny-day, facade, skill-swap, secret-power, poison-fang, signal-beam, natural-gift, toxic-spikes, zen-headbutt, captivate, bug-bite, venoshock, rage-powder, round, struggle-bug, confide, infestation",60,55,50,40,55,60
Generation.I,49,Venomoth,"shield-dust, tinted-lens, wonder-skin (Hidden)",158,15,"razor-wind, gust, whirlwind, tackle, take-down, double-edge, supersonic, disable, psybeam, hyper-beam, mega-drain, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, toxic, confusion, psychic, rage, teleport, mimic, double-team, reflect, bide, swift, leech-life, flash, psywave, rest, substitute, thief, snore, curse, protect, sludge-bomb, foresight, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, sweet-scent, hidden-power, twister, sunny-day, facade, skill-swap, secret-power, poison-fang, air-cutter, silver-wind, signal-beam, aerial-ace, roost, natural-gift, tailwind, u-turn, bug-buzz, energy-ball, giga-impact, zen-headbutt, defog, captivate, bug-bite, ominous-wind, venoshock, quiver-dance, round, acrobatics, struggle-bug, confide, infestation",70,65,60,90,75,70
Generation.I,50,Diglett,"sand-veil, arena-trap, sand-force (Hidden)",53,2,"scratch, cut, sand-attack, headbutt, body-slam, take-down, double-edge, growl, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, bide, fury-swipes, rest, rock-slide, slash, substitute, thief, snore, curse, reversal, protect, feint-attack, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, magnitude, pursuit, hidden-power, sunny-day, ancient-power, rock-smash, beat-up, uproar, memento, facade, secret-power, astonish, rock-tomb, aerial-ace, natural-gift, sucker-punch, earth-power, shadow-claw, mud-bomb, captivate, stealth-rock, hone-claws, round, echoed-voice, final-gambit, bulldoze, confide",10,55,25,35,45,10
Generation.I,51,Dugtrio,"sand-veil, arena-trap, sand-force (Hidden)",149,7,"scratch, cut, sand-attack, body-slam, take-down, double-edge, growl, hyper-beam, earthquake, fissure, dig, toxic, rage, mimic, double-team, bide, fury-swipes, rest, rock-slide, tri-attack, slash, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, magnitude, hidden-power, sunny-day, rock-smash, uproar, facade, secret-power, astonish, rock-tomb, sand-tomb, aerial-ace, natural-gift, sucker-punch, night-slash, earth-power, giga-impact, shadow-claw, mud-bomb, stone-edge, captivate, stealth-rock, hone-claws, sludge-wave, round, echoed-voice, bulldoze, rototiller, confide",35,100,50,50,70,35
Generation.I,52,Meowth,"pickup, technician, unnerve (Hidden)",58,4,"pay-day, scratch, cut, headbutt, body-slam, take-down, double-edge, tail-whip, bite, growl, water-gun, bubble-beam, thunderbolt, thunder, dig, toxic, hypnosis, rage, mimic, screech, double-team, defense-curl, bide, swift, skull-bash, amnesia, dream-eater, flash, fury-swipes, rest, slash, substitute, thief, nightmare, snore, curse, flail, spite, protect, feint-attack, mud-slap, zap-cannon, icy-wind, detect, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, fake-out, uproar, torment, facade, taunt, assist, knock-off, snatch, secret-power, hyper-voice, odor-sleuth, aerial-ace, covet, shock-wave, water-pulse, natural-gift, feint, u-turn, payback, assurance, punishment, last-resort, dark-pulse, night-slash, seed-bomb, nasty-plot, shadow-claw, gunk-shot, captivate, hone-claws, foul-play, round, echoed-voice, retaliate, work-up, confide",40,45,35,40,40,40
